,offence,Highest Offense Code,Occurred Date Time,Date,Time,LocType,Address,Zip Code,Council District,X,Y,Latitude,Longitude,Location
60472,BURGLARY OF VEHICLE,601,03/17/2019 10:00:00 PM,17-03-2019,2200,RESIDENCE / HOME,5203 TAHOE TRL,78745,5,3095867,3095867,30.22378521,-97.80241368,"(30.22378521, -97.80241368)"
60517,BURGLARY OF VEHICLE,601,03/17/2019 12:00:00 PM,17-03-2019,1200,RESIDENCE / HOME,51 RAINEY ST,78701,9,3115553,3115553,30.25680566,-97.73918023,"(30.25680566, -97.73918023)"
60522,BURGLARY OF VEHICLE,601,03-10-2019 08:57,10-03-2019,857,PARKING LOTS / GARAGE,12118 WALNUT PARK XING,78753,7,3134045,3134045,30.39295402,-97.67684845,"(30.39295402, -97.67684845)"
60535,THEFT,600,02/14/2019 07:36:00 PM,14-02-2019,1936,SPECIALTY  STORE (TV  FUR ETC.),9900 S IH 35 SVRD SB,78748,5,3099324,3099324,30.15721112,-97.79321607,"(30.15721112, -97.79321607)"
60542,BURG NON RESIDENCE SHEDS,504,03/18/2019 07:40:00 AM,18-03-2019,740,OTHER / UNKNOWN,9826 NORTH LAKE CREEK PKWY,78717,6,3096987,3096987,30.47244248,-97.79232496,"(30.47244248, -97.79232496)"
60543,BURGLARY NON RESIDENCE,502,03/22/2019 12:44:00 AM,22-03-2019,44,COMMUNITY CENTER,1009 W DITTMAR RD,78748,2,3096392,3096392,30.18441886,-97.80178279,"(30.18441886, -97.80178279)"
60544,AGG ASLT STRANGLE/SUFFOCATE,410,02-01-2019 19:00,01-02-2019,1900,RESIDENCE / HOME,4509 E ST ELMO RD,78744,2,3116164,3116164,30.20549246,-97.73862345,"(30.20549246, -97.73862345)"
60555,THEFT,600,03/25/2019 03:50:00 PM,25-03-2019,1550,PARK / PLAYGROUND,214 BARTON SPRINGS RD,78704,9,3112805,3112805,30.25958471,-97.7478119,"(30.25958471, -97.7478119)"
60566,BURGLARY OF RESIDENCE,500,01/18/2019 08:49:00 PM,18-01-2019,2049,RESIDENCE / HOME,4509 MAGIN MEADOW DR,78744,2,3110275,3110275,30.17841337,-97.75799267,"(30.17841337, -97.75799267)"
60569,BURGLARY OF RESIDENCE,500,03/26/2019 08:25:00 PM,26-03-2019,2025,RESIDENCE / HOME,9321 INDEPENDENCE LOOP,78748,5,3092600,3092600,30.17509774,-97.81403029,"(30.17509774, -97.81403029)"
60571,AUTO THEFT,700,03/24/2019 01:00:00 AM,24-03-2019,100,PARKING LOTS / GARAGE,12113 METRIC BLVD,78758,7,3127286,3127286,30.4038883,-97.69799361,"(30.4038883, -97.69799361)"
60578,BURG NON RESIDENCE SHEDS,504,03/15/2019 12:47:00 PM,15-03-2019,1247,RESIDENCE / HOME,1209 FIELDCREST DR,78704,3,3106476,3106476,30.24341747,-97.76829316,"(30.24341747, -97.76829316)"
60579,BURGLARY NON RESIDENCE,502,02-02-2019 14:30,02-02-2019,1430,CONSTRUCTION SITE,10721 DOMAIN DR,78758,7,3119479,3119479,30.39241491,-97.72307593,"(30.39241491, -97.72307593)"
60582,THEFT OF BICYCLE,609,03/16/2019 07:00:00 AM,16-03-2019,700,PARKING LOTS / GARAGE,5400 N LAMAR BLVD,78756,7,3118092,3118092,30.32212002,-97.7293748,"(30.32212002, -97.7293748)"
60596,THEFT,600,03-12-2019 01:00,12-03-2019,100,BAR / NIGHT CLUB,209 E 6TH ST,78701,9,3114846,3114846,30.26731856,-97.74113787,"(30.26731856, -97.74113787)"
60598,THEFT BY SHOPLIFTING,607,03-11-2019 08:14,11-03-2019,814,CONVENIENCE STORE,4701 E MARTIN LUTHER KING JR BLVD,78721,1,3133747,3133747,30.28583287,-97.680741,"(30.28583287, -97.680741)"
60614,BURGLARY OF VEHICLE,601,03/24/2019 12:01:00 AM,24-03-2019,1,RESIDENCE / HOME,3000 BREEZE TER,78722,9,3121694,3121694,30.28585044,-97.71893809,"(30.28585044, -97.71893809)"
60615,BURGLARY OF VEHICLE,601,03/22/2019 01:30:00 PM,22-03-2019,1330,OTHER / UNKNOWN,15119 N IH 35 SVRD NB,78660,7,3136761,3136761,30.44529986,-97.66678376,"(30.44529986, -97.66678376)"
60617,THEFT,600,01-09-2019 10:30,09-01-2019,1030,COMMERCIAL / OFFICE BUILDING,15424 FM 1825 RD,78660,7,3137673,3137673,30.44908807,-97.66378377,"(30.44908807, -97.66378377)"
60622,THEFT OF BICYCLE,609,03/26/2019 02:00:00 PM,26-03-2019,1400,PARK / PLAYGROUND,2131 WILLIAM BARTON DR,78746,8,3105587,3105587,30.26446407,-97.77055069,"(30.26446407, -97.77055069)"
60623,THEFT BY SHOPLIFTING,607,03/25/2019 03:16:00 PM,25-03-2019,1516,DEPARTMENT / DISCOUNT STORE,10107 RESEARCH BLVD SVRD NB,78759,7,3112263,3112263,30.39377728,-97.74593295,"(30.39377728, -97.74593295)"
60636,BURGLARY NON RESIDENCE,502,03/15/2019 12:00:00 AM,15-03-2019,0,PARKING LOTS / GARAGE,1401 E 4TH ST,78702,3,3118646,3118646,30.2616181,-97.72925132,"(30.2616181, -97.72925132)"
60639,BURGLARY OF VEHICLE,601,03/15/2019 10:30:00 PM,15-03-2019,2230,STREETS / HWY / ROAD / ALLEY,1200 E 4TH ST,78702,3,3118012,3118012,30.26264297,-97.73123242,"(30.26264297, -97.73123242)"
60647,THEFT,600,03-09-2019 18:50,09-03-2019,1850,RESTAURANTS,7206 ED BLUESTEIN BLVD SVRD SB,78723,1,3138922,3138922,30.31491301,-97.66353628,"(30.31491301, -97.66353628)"
60648,BURGLARY NON RESIDENCE,502,02/21/2019 04:20:00 AM,21-02-2019,420,GAS / SERVICE STATIONS,3800 DRY CREEK DR,78731,10,3107108,3107108,30.34276798,-97.76364742,"(30.34276798, -97.76364742)"
60649,AGG ASSAULT,402,03/13/2019 08:29:00 AM,13-03-2019,829,STREETS / HWY / ROAD / ALLEY,717 E 7TH ST,78701,9,3116761,3116761,30.26665421,-97.73508807,"(30.26665421, -97.73508807)"
60651,THEFT,600,01/29/2019 11:28:00 AM,29-01-2019,1128,PARKING LOTS / GARAGE,3017 S IH 35 SVRD NB,78741,3,3114042,3114042,30.22625287,-97.74478642,"(30.22625287, -97.74478642)"
60652,THEFT BY SHOPLIFTING,607,03/23/2019 08:00:00 PM,23-03-2019,2000,GROCERY / SUPERMARKET,1801 E 51ST ST,78723,9,3127952,3127952,30.30178356,-97.69867079,"(30.30178356, -97.69867079)"
60658,THEFT,600,03/13/2019 06:18:00 PM,13-03-2019,1818,RESIDENCE / HOME,9804 COTTLE DR,78753,4,3133584,3133584,30.35976475,-97.67922466,"(30.35976475, -97.67922466)"
60659,AUTO THEFT,700,03-02-2019 18:30,02-03-2019,1830,RESIDENCE / HOME,7501 BLUFF SPRINGS RD,78744,2,3106697,3106697,30.17648002,-97.76937037,"(30.17648002, -97.76937037)"
60681,THEFT BY SHOPLIFTING,607,02-12-2019 12:30,12-02-2019,1230,DEPARTMENT / DISCOUNT STORE,4435 S LAMAR BLVD NB,78745,5,3097759,3097759,30.23176213,-97.79621212,"(30.23176213, -97.79621212)"
60683,THEFT,600,02-11-2019 11:35,11-02-2019,1135,DEPARTMENT / DISCOUNT STORE,710 E BEN WHITE BLVD SVRD WB,78704,3,3111061,3111061,30.2200027,-97.75439457,"(30.2200027, -97.75439457)"
60684,THEFT,600,03/19/2019 06:30:00 AM,19-03-2019,630,RESIDENCE / HOME,1104 W KOENIG LN,78757,7,3118301,3118301,30.3296494,-97.72850895,"(30.3296494, -97.72850895)"
60688,BURGLARY OF VEHICLE,601,03/24/2019 08:00:00 AM,24-03-2019,800,PARKING LOTS / GARAGE,7171 SOUTHWEST PKWY,78735,8,3076182,3076182,30.25158607,-97.86404556,"(30.25158607, -97.86404556)"
60708,BURGLARY OF VEHICLE,601,03/27/2019 05:00:00 AM,27-03-2019,500,PARKING LOTS / GARAGE,2450 WICKERSHAM LN,78741,3,3119753,3119753,30.22417921,-97.72675476,"(30.22417921, -97.72675476)"
60709,BURGLARY OF VEHICLE,601,03/18/2019 03:23:00 PM,18-03-2019,1523,OTHER / UNKNOWN,6701 LAKEWOOD DR,78731,10,3099472,3099472,30.3659152,-97.7872499,"(30.3659152, -97.7872499)"
60762,BURGLARY OF VEHICLE,601,03/24/2019 01:58:00 AM,24-03-2019,158,RESIDENCE / HOME,604 GENARD ST,78751,9,3118611,3118611,30.31974184,-97.72779364,"(30.31974184, -97.72779364)"
60764,THEFT,600,02/16/2019 06:30:00 AM,16-02-2019,630,COMMERCIAL / OFFICE BUILDING,1201 W 38TH ST,78705,10,3113183,3113183,30.30490831,-97.74539945,"(30.30490831, -97.74539945)"
60773,BURGLARY NON RESIDENCE,502,01/28/2019 08:56:00 AM,28-01-2019,856,RESIDENCE / HOME,3400 HARMON AVE,78705,9,3120434,3120434,30.29246578,-97.72275227,"(30.29246578, -97.72275227)"
60775,AGG ASSAULT FAM/DATE VIOLENCE,402,03/23/2019 11:44:00 PM,23-03-2019,2344,RESIDENCE / HOME,833 FAIRFIELD DR,78758,4,3125788,3125788,30.35644463,-97.70404072,"(30.35644463, -97.70404072)"
60786,BURGLARY NON RESIDENCE,502,03/17/2019 12:00:00 PM,17-03-2019,1200,PARKING LOTS / GARAGE,2829 S LAKELINE BLVD,78613,6,3092093,3092093,30.47593212,-97.80777293,"(30.47593212, -97.80777293)"
60792,THEFT,600,03/13/2019 08:00:00 PM,13-03-2019,2000,RESIDENCE / HOME,3816 BLACK GRANITE DR,78744,2,3128636,3128636,30.20087947,-97.69925681,"(30.20087947, -97.69925681)"
60794,THEFT BY SHOPLIFTING,607,02/14/2019 01:50:00 PM,14-02-2019,1350,GROCERY / SUPERMARKET,2400 S CONGRESS AVE,78704,3,3110844,3110844,30.23829084,-97.75459354,"(30.23829084, -97.75459354)"
60795,BURGLARY OF VEHICLE,601,03/26/2019 08:14:00 PM,26-03-2019,2014,PARK / PLAYGROUND,400 GROVE BLVD,78741,3,3127604,3127604,30.24345149,-97.70136466,"(30.24345149, -97.70136466)"
60804,THEFT,600,03/23/2019 11:00:00 PM,23-03-2019,2300,BAR / NIGHT CLUB,710 W 6TH ST,78701,9,3112006,3112006,30.27025454,-97.75005784,"(30.27025454, -97.75005784)"
60816,THEFT,600,03/26/2019 01:53:00 PM,26-03-2019,1353,RESIDENCE / HOME,311 BOWIE ST,78703,9,3111087,3111087,30.26922738,-97.75299723,"(30.26922738, -97.75299723)"
60817,THEFT,600,03/13/2019 05:49:00 PM,13-03-2019,1749,DEPARTMENT / DISCOUNT STORE,2300 W BEN WHITE BLVD SVRD WB,78704,5,3098945,3098945,30.23282024,-97.79242787,"(30.23282024, -97.79242787)"
60826,BURGLARY NON RESIDENCE,502,02-01-2019 15:00,01-02-2019,1500,RESTAURANTS,8578 RESEARCH BLVD SVRD SB,78757,7,3121554,3121554,30.36152955,-97.71733071,"(30.36152955, -97.71733071)"
60829,BURGLARY OF VEHICLE,601,03/18/2019 10:00:00 PM,18-03-2019,2200,RESIDENCE / HOME,1918 PAYNE AVE,78757,7,3116006,3116006,30.33865924,-97.73554277,"(30.33865924, -97.73554277)"
60839,THEFT FROM PERSON,610,03/13/2019 06:16:00 PM,13-03-2019,1816,STREETS / HWY / ROAD / ALLEY,6200 KASPER ST,78741,3,3126909,3126909,30.22653099,-97.70402696,"(30.22653099, -97.70402696)"
60868,BURGLARY OF VEHICLE,601,03/26/2019 02:40:00 PM,26-03-2019,1440,PARKING LOTS / GARAGE,801 E WILLIAM CANNON DR,78745,2,3105654,3105654,30.19060915,-97.77229753,"(30.19060915, -97.77229753)"
60870,AUTO THEFT,700,03/20/2019 01:30:00 AM,20-03-2019,130,PARKING LOTS / GARAGE,13005 HEINEMANN DR,78727,6,3112215,3112215,30.44046982,-97.74483168,"(30.44046982, -97.74483168)"
60875,THEFT,600,03-09-2019 22:00,09-03-2019,2200,RESIDENCE / HOME,5605 SPRINGDALE RD,78723,1,3135853,3135853,30.29930398,-97.67369558,"(30.29930398, -97.67369558)"
60880,THEFT BY SHOPLIFTING,607,03/22/2019 12:30:00 PM,22-03-2019,1230,LIQUOR STORE,5505 BALCONES DR,78731,10,3109140,3109140,30.33620642,-97.75737924,"(30.33620642, -97.75737924)"
60892,BURGLARY OF VEHICLE,601,03/24/2019 03:00:00 PM,24-03-2019,1500,PARKING LOTS / GARAGE,111 SANDRA MURAIDA WAY,78703,9,3110546,3110546,30.26744213,-97.7547591,"(30.26744213, -97.7547591)"
60893,THEFT,600,03/18/2019 05:52:00 PM,18-03-2019,1752,RESIDENCE / HOME,1716 E 4TH ST,78702,3,3120016,3120016,30.26043032,-97.72494281,"(30.26043032, -97.72494281)"
60904,BURGLARY OF VEHICLE,601,03/22/2019 12:55:00 PM,22-03-2019,1255,PARKING LOTS / GARAGE,2025 E 7TH ST,78702,3,3121730,3121730,30.26156218,-97.71948173,"(30.26156218, -97.71948173)"
60907,THEFT,600,03/24/2019 06:33:00 PM,24-03-2019,1833,DEPARTMENT / DISCOUNT STORE,710 E BEN WHITE BLVD SVRD WB,78704,3,3111061,3111061,30.2200027,-97.75439457,"(30.2200027, -97.75439457)"
60910,THEFT OF BICYCLE,609,03/16/2019 12:00:00 PM,16-03-2019,1200,RESIDENCE / HOME,1240 BARTON HILLS DR,78704,5,3103971,3103971,30.26168002,-97.77574455,"(30.26168002, -97.77574455)"
60924,BREACH OF COMPUTER SECURITY,1109,03-04-2019 08:00,04-03-2019,800,COMMERCIAL / OFFICE BUILDING,5301 SOUTHWEST PKWY,78735,8,3083360,3083360,30.24357278,-97.84151309,"(30.24357278, -97.84151309)"
60928,BURGLARY OF VEHICLE,601,03/19/2019 06:15:00 PM,19-03-2019,1815,COMMERCIAL / OFFICE BUILDING,1100 W CESAR CHAVEZ ST,78703,9,3109830,3109830,30.26896388,-97.75698713,"(30.26896388, -97.75698713)"
60952,BURGLARY OF VEHICLE,601,03/20/2019 10:00:00 PM,20-03-2019,2200,PARKING LOTS / GARAGE,2600 LAKE AUSTIN BLVD,78703,10,3104471,3104471,30.28007404,-97.77367275,"(30.28007404, -97.77367275)"
60954,BURGLARY OF RESIDENCE,500,02/28/2019 04:28:00 PM,28-02-2019,1628,RESIDENCE / HOME,1002 WINSTED LN,78703,10,3106371,3106371,30.28248265,-97.76758782,"(30.28248265, -97.76758782)"
60957,BURGLARY OF VEHICLE,601,03/25/2019 11:45:00 PM,25-03-2019,2345,RESIDENCE / HOME,9505 TEA ROSE TRL,78748,5,3083140,3083140,30.18788281,-97.84364576,"(30.18788281, -97.84364576)"
60960,THEFT,600,03-08-2019 15:00,08-03-2019,1500,STREETS / HWY / ROAD / ALLEY,SPRINGDALE RD / E 12TH ST,78721,1,3131823,3131823,30.27898237,-97.68702624,"(30.27898237, -97.68702624)"
60969,THEFT BY SHOPLIFTING,607,03/22/2019 03:00:00 PM,22-03-2019,1500,DEPARTMENT / DISCOUNT STORE,4001 N LAMAR BLVD,78751,9,3114898,3114898,30.30734943,-97.73989776,"(30.30734943, -97.73989776)"
60972,BURGLARY OF VEHICLE,601,03/26/2019 05:00:00 AM,26-03-2019,500,PARKING LOTS / GARAGE,1904 WILLOW CREEK DR,78741,3,3118994,3118994,30.23375003,-97.7289005,"(30.23375003, -97.7289005)"
60974,THEFT OF BICYCLE,609,03/23/2019 03:00:00 PM,23-03-2019,1500,STREETS / HWY / ROAD / ALLEY,E 5TH ST / BRAZOS ST,78701,9,3114628,3114628,30.26675527,-97.74184373,"(30.26675527, -97.74184373)"
60980,THEFT OF BICYCLE,609,03/22/2019 09:30:00 PM,22-03-2019,2130,RESIDENCE / HOME,2805 BRINWOOD AVE,78704,3,3109166,3109166,30.23481868,-97.76000119,"(30.23481868, -97.76000119)"
60991,BURGLARY OF VEHICLE,601,03-12-2019 10:00,12-03-2019,1000,STREETS / HWY / ROAD / ALLEY,EAST AVE / CUMMINGS ST,78701,9,3115653,3115653,30.25546606,-97.73889941,"(30.25546606, -97.73889941)"
61007,POCKET PICKING,605,03/18/2019 07:13:00 AM,18-03-2019,713,STREETS / HWY / ROAD / ALLEY,400 E 6TH ST,78701,9,3115491,3115491,30.26735144,-97.73909331,"(30.26735144, -97.73909331)"
61010,BURGLARY OF VEHICLE,601,03/16/2019 11:30:00 PM,16-03-2019,2330,PARKING LOTS / GARAGE,1611 PAYTON GIN RD,78758,4,3122406,3122406,30.36348933,-97.71457529,"(30.36348933, -97.71457529)"
61022,BURGLARY OF RESIDENCE,500,03/25/2019 07:00:00 AM,25-03-2019,700,RESIDENCE / HOME,1302 BONNIE BRAE,78753,4,3134539,3134539,30.35776965,-97.67625077,"(30.35776965, -97.67625077)"
61023,BREACH OF COMPUTER SECURITY,1109,02/27/2019 10:48:00 AM,27-02-2019,1048,RESIDENCE / HOME,4702 CHIAPPERO TRL,78731,7,3111786,3111786,30.32215045,-97.7493659,"(30.32215045, -97.7493659)"
61026,THEFT,600,03/23/2019 11:30:00 PM,23-03-2019,2330,BAR / NIGHT CLUB,720 W 6TH ST,78701,9,3111897,3111897,30.27036046,-97.75040038,"(30.27036046, -97.75040038)"
61036,THEFT,600,02/17/2019 02:54:00 AM,17-02-2019,254,RESIDENCE / HOME,2311 WIRTZ AVE,78704,9,3106735,3106735,30.24559738,-97.7674148,"(30.24559738, -97.7674148)"
61043,THEFT BY SHOPLIFTING,607,03/23/2019 05:03:00 PM,23-03-2019,1703,GROCERY / SUPERMARKET,1000 E 41ST ST,78751,9,3121344,3121344,30.30046112,-97.71965166,"(30.30046112, -97.71965166)"
61045,AGG ASSAULT FAM/DATE VIOLENCE,402,03/29/2019 02:19:00 PM,29-03-2019,1419,RESIDENCE / HOME,2503 E OLTORF ST,78741,3,3119151,3119151,30.22745335,-97.72857305,"(30.22745335, -97.72857305)"
61047,THEFT,600,03/22/2019 12:00:00 PM,22-03-2019,1200,BAR / NIGHT CLUB,900 RED RIVER ST,78701,9,3116333,3116333,30.26968892,-97.73636255,"(30.26968892, -97.73636255)"
61069,AUTO THEFT,700,03/21/2019 03:00:00 AM,21-03-2019,300,PARKING LOTS / GARAGE,3105 S IH 35 SVRD NB,78741,3,3114244,3114244,30.22525037,-97.74417353,"(30.22525037, -97.74417353)"
61075,THEFT,600,03/26/2019 05:13:00 PM,26-03-2019,1713,RESIDENCE / HOME,9200 NORTH PLZ,78753,4,3131540,3131540,30.35460168,-97.68584909,"(30.35460168, -97.68584909)"
61094,BURGLARY OF RESIDENCE,500,03/18/2019 12:00:00 PM,18-03-2019,1200,RESIDENCE / HOME,1100 S LAMAR BLVD,78704,5,3108188,3108188,30.25571164,-97.76254277,"(30.25571164, -97.76254277)"
61101,BURGLARY OF VEHICLE,601,03/17/2019 12:00:00 PM,17-03-2019,1200,PARKING LOTS / GARAGE,2600 LAKE AUSTIN BLVD,78703,10,3104471,3104471,30.28007404,-97.77367275,"(30.28007404, -97.77367275)"
61114,BURGLARY OF VEHICLE,601,03/15/2019 06:35:00 AM,15-03-2019,635,RESIDENCE / HOME,9304 KNOLL CREST LOOP,78759,10,3107332,3107332,30.39499604,-97.76154475,"(30.39499604, -97.76154475)"
61129,AUTO THEFT,700,03/15/2019 06:00:00 PM,15-03-2019,1800,RESIDENCE / HOME,1801 W 35TH ST,78703,10,3110689,3110689,30.30795664,-97.75322325,"(30.30795664, -97.75322325)"
61133,THEFT BY SHOPLIFTING,607,03/28/2019 01:50:00 PM,28-03-2019,1350,COMMERCIAL / OFFICE BUILDING,2901 S CAPITAL OF TEXAS HWY NB,78746,8,3094135,3094135,30.25788603,-97.80700704,"(30.25788603, -97.80700704)"
61147,BURGLARY OF VEHICLE,601,03/14/2019 05:00:00 PM,14-03-2019,1700,OTHER / UNKNOWN,1415 S CONGRESS AVE,78704,9,3112378,3112378,30.2492021,-97.74944259,"(30.2492021, -97.74944259)"
61149,BURGLARY OF VEHICLE,601,03/23/2019 03:00:00 PM,23-03-2019,1500,PARKING LOTS / GARAGE,3200 S MOPAC EXPY SVRD SB,78746,8,3094222,3094222,30.25027995,-97.80693043,"(30.25027995, -97.80693043)"
61153,BURGLARY OF VEHICLE,601,03/18/2019 12:00:00 AM,18-03-2019,0,BAR / NIGHT CLUB,745 BASTROP HWY NB,78742,3,3133446,3133446,30.23413652,-97.68311432,"(30.23413652, -97.68311432)"
61162,BURGLARY OF RESIDENCE,500,03/22/2019 04:00:00 PM,22-03-2019,1600,RESIDENCE / HOME,8611 APPALACHIAN DR,78759,10,3107966,3107966,30.38426536,-97.7598197,"(30.38426536, -97.7598197)"
61191,THEFT,600,03/25/2019 09:00:00 PM,25-03-2019,2100,RESIDENCE / HOME,5506 PONCIANA DR,78744,2,3110628,3110628,30.19742383,-97.75636825,"(30.19742383, -97.75636825)"
61195,THEFT BY SHOPLIFTING,607,03/18/2019 12:58:00 PM,18-03-2019,1258,DEPARTMENT / DISCOUNT STORE,1201 BARBARA JORDAN BLVD,78723,9,3124601,3124601,30.30635272,-97.70916806,"(30.30635272, -97.70916806)"
61202,THEFT,600,02/16/2019 07:30:00 PM,16-02-2019,1930,CONSTRUCTION SITE,901 LITTLE TEXAS LN,78745,2,3106583,3106583,30.19818386,-97.76915533,"(30.19818386, -97.76915533)"
61212,BURGLARY OF VEHICLE,601,03/18/2019 09:45:00 PM,18-03-2019,2145,OTHER / UNKNOWN,8906 WALL ST,78754,1,3136206,3136206,30.34234916,-97.67138944,"(30.34234916, -97.67138944)"
61220,AGG ASSAULT,402,03/13/2019 09:22:00 PM,13-03-2019,2122,STREETS / HWY / ROAD / ALLEY,600 SABINE ST,78701,9,3116414,3116414,30.26654729,-97.73619041,"(30.26654729, -97.73619041)"
61225,THEFT,600,03/25/2019 04:10:00 PM,25-03-2019,1610,RESIDENCE / HOME,5725 PALO BLANCO LN,78744,2,3113727,3113727,30.19141231,-97.74671714,"(30.19141231, -97.74671714)"
61230,BURGLARY OF VEHICLE,601,03/25/2019 05:24:00 PM,25-03-2019,1724,CONSTRUCTION SITE,801 NORTH BLUFF DR,78745,2,3105722,3105722,30.19354336,-97.77200446,"(30.19354336, -97.77200446)"
61237,THEFT,600,03/18/2019 01:00:00 AM,18-03-2019,100,BAR / NIGHT CLUB,505 E 6TH ST,78701,9,3115836,3115836,30.26645793,-97.73802419,"(30.26645793, -97.73802419)"
61251,THEFT OF METAL,619,03/20/2019 09:05:00 PM,20-03-2019,2105,COMMERCIAL / OFFICE BUILDING,2412 KRAMER LN,78758,7,3121855,3121855,30.39393271,-97.71549656,"(30.39393271, -97.71549656)"
61256,AGG ASSAULT FAM/DATE VIOLENCE,402,03/26/2019 11:16:00 PM,26-03-2019,2316,RESIDENCE / HOME,2317 S PLEASANT VALLEY RD,78741,3,3119878,3119878,30.22935819,-97.72621907,"(30.22935819, -97.72621907)"
61263,THEFT,600,03/16/2019 01:00:00 PM,16-03-2019,1300,RESIDENCE / HOME,4600 RAMSEY AVE,78756,7,3113952,3113952,30.31778695,-97.7426162,"(30.31778695, -97.7426162)"
61270,BURGLARY OF VEHICLE,601,03-12-2019 12:51,12-03-2019,1251,OTHER / UNKNOWN,911 SAGEBRUSH DR,78758,4,3128693,3128693,30.3747854,-97.69432584,"(30.3747854, -97.69432584)"
61272,AGG ROBBERY/DEADLY WEAPON,300,02-10-2019 00:15,10-02-2019,15,RESIDENCE / HOME,12443 TECH RIDGE BLVD,78753,7,3138141,3138141,30.39665647,-97.66375066,"(30.39665647, -97.66375066)"
61298,BURGLARY NON RESIDENCE,502,01/25/2019 02:00:00 PM,25-01-2019,1400,RENTAL STORAGE FACILITY,1033 E 41ST ST,78751,9,3121669,3121669,30.29764181,-97.71869792,"(30.29764181, -97.71869792)"
61311,AGG ASSAULT,402,03-11-2019 17:41,11-03-2019,1741,DRUG STORE / DR. OFFICE / HOSPITAL,9900 S IH 35 SVRD SB,78748,5,3099324,3099324,30.15721112,-97.79321607,"(30.15721112, -97.79321607)"
61321,BURGLARY OF COIN-OP MACHINE,602,03-06-2019 03:57,06-03-2019,357,OTHER / UNKNOWN,2207 WICKERSHAM LN,78741,3,3121645,3121645,30.22899132,-97.72063244,"(30.22899132, -97.72063244)"
61337,THEFT BY SHOPLIFTING,607,03/23/2019 02:19:00 PM,23-03-2019,1419,DEPARTMENT / DISCOUNT STORE,9300 S IH 35 SVRD SB,78748,5,3100423,3100423,30.16548757,-97.78952006,"(30.16548757, -97.78952006)"
61339,BURGLARY OF VEHICLE,601,03/21/2019 12:00:00 AM,21-03-2019,0,RESIDENCE / HOME,2501 WICKERSHAM LN,78741,3,3120206,3120206,30.22350129,-97.72533837,"(30.22350129, -97.72533837)"
61342,BURGLARY OF VEHICLE,601,02/27/2019 07:10:00 PM,27-02-2019,1910,RESIDENCE / HOME,1600 ROYAL CREST DR,78741,3,3118285,3118285,30.23958468,-97.73098897,"(30.23958468, -97.73098897)"
61361,BURGLARY NON RESIDENCE,502,03/20/2019 12:01:00 AM,20-03-2019,1,RENTAL STORAGE FACILITY,7807 N FM 620 RD,78726,6,3079588,3079588,30.41183194,-97.84913303,"(30.41183194, -97.84913303)"
61368,BURGLARY OF VEHICLE,601,03/23/2019 06:30:00 PM,23-03-2019,1830,STREETS / HWY / ROAD / ALLEY,500 ONION ST,78702,3,3119030,3119030,30.26258571,-97.72800858,"(30.26258571, -97.72800858)"
61373,THEFT BY SHOPLIFTING,607,03/21/2019 06:09:00 PM,21-03-2019,1809,DEPARTMENT / DISCOUNT STORE,2025 GUADALUPE ST,78705,9,3114547,3114547,30.28362462,-97.74164752,"(30.28362462, -97.74164752)"
61385,AUTO THEFT,700,03/18/2019 08:00:00 AM,18-03-2019,800,PARKING LOTS / GARAGE,1901 E BEN WHITE BLVD SVRD EB,78744,2,3113495,3113495,30.21550142,-97.74680678,"(30.21550142, -97.74680678)"
61387,BURGLARY OF VEHICLE,601,03/13/2019 01:45:00 PM,13-03-2019,1345,PARKING LOTS / GARAGE,2901 S CAPITAL OF TEXAS HWY NB,78746,8,3094135,3094135,30.25788603,-97.80700704,"(30.25788603, -97.80700704)"
61389,THEFT,600,02/21/2019 12:46:00 PM,21-02-2019,1246,SPECIALTY  STORE (TV  FUR ETC.),2800 S IH 35 SVRD SB,78704,9,3113874,3113874,30.22845444,-97.74525951,"(30.22845444, -97.74525951)"
61395,THEFT BY SHOPLIFTING,607,03/22/2019 12:35:00 PM,22-03-2019,1235,DEPARTMENT / DISCOUNT STORE,9300 S IH 35 SVRD SB,78748,5,3100423,3100423,30.16548757,-97.78952006,"(30.16548757, -97.78952006)"
61396,BURGLARY OF VEHICLE,601,03/16/2019 05:00:00 AM,16-03-2019,500,RESIDENCE / HOME,11350 FOUR POINTS DR,78726,6,3079275,3079275,30.40609216,-97.85027408,"(30.40609216, -97.85027408)"
61398,AUTO THEFT,700,03/23/2019 08:00:00 AM,23-03-2019,800,PARKING LOTS / GARAGE,7227 E US 290 HWY SVRD EB,78723,1,3133401,3133401,30.32238181,-97.68083314,"(30.32238181, -97.68083314)"
61405,THEFT,600,03/24/2019 03:13:00 AM,24-03-2019,313,STREETS / HWY / ROAD / ALLEY,1006 GLEN OAKS CT,78702,1,3124296,3124296,30.26854585,-97.71116213,"(30.26854585, -97.71116213)"
61406,BURGLARY NON RESIDENCE,502,03/22/2019 02:42:00 PM,22-03-2019,1442,RESIDENCE / HOME,10400 GOLDEN QUAIL DR,78758,4,3126047,3126047,30.37771479,-97.70263919,"(30.37771479, -97.70263919)"
61426,ROBBERY BY ASSAULT,303,03/21/2019 11:59:00 AM,21-03-2019,1159,RESTAURANTS,7904 THAXTON RD,78747,2,3114380,3114380,30.15817299,-97.74554001,"(30.15817299, -97.74554001)"
